"","ENS","Gene","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"712","ENSG00000198952","SMG5",1120.92370995936,-0.689334511654512,0.0834881250463024,6.23743427218209e-17,1.47893771605306e-15
"713","ENSG00000145425","RPS3A",6519.58458942986,1.63160516464555,0.21481802989932,6.27986100374926e-17,1.4869090247587e-15
"714","ENSG00000148843","PDCD11",819.249876444547,-0.795042712396401,0.0967369634661442,6.32802976629498e-17,1.49621566547047e-15
"715","ENSG00000119682","AREL1",445.691744775642,-0.980849116090322,0.120600580367038,6.79462748957538e-17,1.60429232558058e-15
"716","ENSG00000100403","ZC3H7B",1215.73329560484,-0.734344120325865,0.089262044330145,7.07151248998343e-17,1.66733622703771e-15
"717","ENSG00000177084","POLE",442.952052370501,-1.12864026233445,0.140186280521071,7.21976567772119e-17,1.69991749192872e-15
"718","ENSG00000183978","COA3",341.644586539883,1.1257546320134,0.14002391453628,8.01738101720448e-17,1.88508950323741e-15
"719","ENSG00000196531","NACA",3601.45923181419,0.633270340703368,0.0768445190598342,8.20592200056774e-17,1.92673679017503e-15
"720","ENSG00000154153","RETREG1",148.943889814197,1.65362564478532,0.219743750116249,8.41087925645185e-17,1.97211755010306e-15
"721","ENSG00000136824","SMC2",800.156719784499,-0.787858264344839,0.0962384474450051,8.44598939692836e-17,1.97760323160811e-15
"722","ENSG00000099991","CABIN1",499.517316859331,-0.97328484633167,0.120057241836781,8.67237268203644e-17,2.02779772324292e-15
"723","ENSG00000101187","SLCO4A1",276.068140592393,-1.20854865848925,0.15148509947972,8.87423635593534e-17,2.07212805201799e-15
"724","ENSG00000067704","IARS2",2629.15034844537,0.569151929741324,0.0690188792740054,9.08674858562367e-17,2.11881891743783e-15
"725","ENSG00000154518","ATP5MC3",2635.67855474788,0.730837414978002,0.089246144836376,9.78381493230727e-17,2.27821191292705e-15
"726","ENSG00000084623","EIF3I",3404.4335399726,0.816578506169329,0.100117302908903,9.92880348462642e-17,2.30878871112208e-15
"727","ENSG00000101132","PFDN4",406.934665514872,1.1841127665999,0.148436401898747,1.00976079026222e-16,2.3415908875284e-15
"728","ENSG00000277791","PSMB3",1179.16085269429,1.02772770597614,0.127468418372043,1.00864470559639e-16,2.3415908875284e-15
"729","ENSG00000111481","COPZ1",1476.51206277984,0.693634283184858,0.0846704347102316,1.05585230861988e-16,2.44511641620313e-15
"730","ENSG00000112335","SNX3",1556.05671951861,0.918518766491424,0.113431470317571,1.14318709323545e-16,2.64373760383573e-15
"731","ENSG00000133872","SARAF",1649.84201245248,0.619774622942591,0.0755464835907199,1.1542951062192e-16,2.6621325113651e-15
"732","ENSG00000198589","LRBA",1334.44779331545,-0.799498488876973,0.0981635795078465,1.15335431645277e-16,2.6621325113651e-15
"733","ENSG00000198918","RPL39",3110.09253755459,1.54826961702522,0.202971148644648,1.16486882398038e-16,2.68285340879083e-15
"734","ENSG00000143252","SDHC",1341.16206641677,0.957945867822247,0.118674139928952,1.22105976146294e-16,2.80579061049937e-15
"735","ENSG00000196730","DAPK1",936.705262317498,-1.15527735078672,0.144937264505624,1.22157096239607e-16,2.80579061049937e-15
"736","ENSG00000010256","UQCRC1",3727.97695835848,0.609143066286173,0.0742968728453511,1.23490006906812e-16,2.83255203342499e-15
"737","ENSG00000112306","RPS12",9092.16637351284,1.32458894939736,0.168893261209744,1.34372376918765e-16,3.07798435161817e-15
"738","ENSG00000138594","TMOD3",3466.64868851056,-0.58780539169578,0.0717445803173332,1.35990961817409e-16,3.11083931897223e-15
"739","ENSG00000176014","TUBB6",1013.56757692016,0.813111393300396,0.100150466568534,1.3656256128977e-16,3.11968763152083e-15
"740","ENSG00000197448","GSTK1",1233.49831694071,0.698159233201532,0.0855712533086029,1.37534272801906e-16,3.13763999113753e-15
"741","ENSG00000117153","KLHL12",524.601902604036,0.907301302201783,0.112311361149145,1.39108009408278e-16,3.16925966913704e-15
"742","ENSG00000127511","SIN3B",809.199310691963,-0.865756995901168,0.107022980125949,1.46576443007946e-16,3.33491039199481e-15
"743","ENSG00000171219","CDC42BPG",765.243274440771,-1.03966505186456,0.129846038173884,1.51236811243292e-16,3.43631204227355e-15
"744","ENSG00000068697","LAPTM4A",3843.63762179743,0.680746946612183,0.083502991851073,1.51937512747181e-16,3.44296522174216e-15
"745","ENSG00000073060","SCARB1",1948.2652150251,0.58657498091423,0.0717078474521757,1.51857522717159e-16,3.44296522174216e-15
"746","ENSG00000129657","SEC14L1",759.64542260548,-0.859934974286165,0.106347994453316,1.53679988957576e-16,3.47778227021689e-15
"747","ENSG00000119471","HSDL2",887.435139379588,0.72340519846456,0.0889164369876767,1.55187323629983e-16,3.50719196455338e-15
"748","ENSG00000171490","RSL1D1",1652.60459730445,0.604225720986153,0.0740859959859713,1.78470540513648e-16,4.02799420448048e-15
"749","ENSG00000104517","UBR5",1178.68147181369,-0.889300317222987,0.110586228708774,1.99937546997483e-16,4.50046089121534e-15
"750","ENSG00000155366","RHOC",2320.48986225607,0.719968413838488,0.088815485828024,1.99680353000924e-16,4.50046089121534e-15
"751","ENSG00000072501","SMC1A",1162.95330282527,-0.77336024574452,0.0958638612200992,2.35697975958099e-16,5.29833985369457e-15
"752","ENSG00000129128","SPCS3",1271.02780070407,0.72422637820319,0.08961739468502,2.42304715835982e-16,5.43961198503064e-15
"753","ENSG00000113645","WWC1",625.508512195545,-0.932535614302238,0.116658994838555,2.5358677926352e-16,5.68065790738723e-15
"754","ENSG00000141753","IGFBP4",79.878758278349,2.11970475678025,0.308829905983643,2.53714966364765e-16,5.68065790738723e-15
"755","ENSG00000101439","CST3",1962.75066524846,0.563057866177242,0.0694346708135823,2.87118477194786e-16,6.42004520795018e-15
"756","ENSG00000076555","ACACB",148.596131617836,-1.59375007145963,0.214014471340888,2.89075114753452e-16,6.45524614717959e-15
"757","ENSG00000134852","CLOCK",619.570876698945,-0.955765054385505,0.120015314024201,2.96887906221752e-16,6.62095327983569e-15
"758","ENSG00000111229","ARPC3",1720.072327849,0.840029871965234,0.104916676064943,3.13599232866857e-16,6.98440929981303e-15
"759","ENSG00000117724","CENPF",1116.40199572112,-0.977320948952868,0.123005988580587,3.17601488346404e-16,7.06422704382608e-15
"760","ENSG00000159023","EPB41",338.349748775065,-1.0134351033631,0.127880215078132,3.25542844888369e-16,7.23133461500717e-15
"761","ENSG00000077235","GTF3C1",1447.64251671438,-0.748954859468107,0.0932310247023236,3.34206958574869e-16,7.4140366289894e-15
"762","ENSG00000038382","TRIO",955.96928451323,-0.924215571155653,0.116119266580283,3.45314412756221e-16,7.65039096607681e-15
"763","ENSG00000164078","MST1R",851.273856906221,-0.857617032681931,0.107385216496455,3.48853307337819e-16,7.71866518280087e-15
"764","ENSG00000198646","NCOA6",863.787011582376,-0.839671790744635,0.105155669695191,3.74057869232137e-16,8.26550385913213e-15
"765","ENSG00000139146","SINHCAF",843.756782405715,0.817304171669843,0.102255464309107,3.77530563301102e-16,8.33133460084863e-15
"766","ENSG00000215021","PHB2",2415.66319370128,0.681526838782695,0.0847599624993383,3.79386922248206e-16,8.36137078510995e-15
"767","ENSG00000276043","UHRF1",673.740700160797,-1.0671212273696,0.13557826004675,4.02972731479559e-16,8.86960319796338e-15
"768","ENSG00000156110","ADK",1028.7683863963,0.756465115926588,0.094527472753661,4.19764402184484e-16,9.22716489281050e-15
"769","ENSG00000064999","ANKS1A",506.314397712658,-0.926750564896717,0.116897208160567,4.40204007233904e-16,9.66388042928838e-15
"770","ENSG00000182095","TNRC18",1568.48462554855,-0.821279729466559,0.103043773742942,4.47486395739501e-16,9.81099393879774e-15
"771","ENSG00000223573","TINCR",1455.44772879269,-0.875495792479903,0.110167349666543,4.51614342689923e-16,9.88865542579934e-15
"772","ENSG00000062650","WAPL",705.357403487362,-0.853027909754077,0.107248035299398,4.60860444379275e-16,1.00780388886152e-14
"773","ENSG00000103978","TMEM87A",562.843398862139,0.808260432972758,0.101409155350901,4.65957956712959e-16,1.01763288812784e-14
"774","ENSG00000144048","DUSP11",764.228005657091,0.824010932797629,0.103534560168934,4.86391548487907e-16,1.06088657901458e-14
