ENS,Gene,SGPL1_Control.A,SGPL1_Control.B,SGPL1_Control.C,SGPL1_KO.A,SGPL1_KO.B,SGPL1_KO.C,SGPL1_OE.A,SGPL1_OE.B,SGPL1_OE.C
ENSG00000166535,A2ML1,574.5298695,542.0126868,530.6432622,398.0731855,433.5499996,378.989589,513.5978643,417.0009757,324.0049115
ENSG00000128274,A4GALT,198.0131989,223.5116388,229.339911,123.1199519,131.1520363,109.9037481,185.5072287,156.3637915,147.1808906
ENSG00000094914,AAAS,30.91156701,35.65933326,42.40786483,28.58707292,20.51787572,27.79303453,41.53128097,45.18305392,47.40174506
ENSG00000081760,AACS,19.68460387,20.72331146,19.57892922,13.89147916,13.41165713,11.21608209,19.47817665,21.12242274,19.9184502
ENSG00000109576,AADAT,8.199718139,8.128560477,8.823968038,6.906050362,3.939037527,7.341893302,8.739243463,9.773106196,8.546366553
ENSG00000158122,AAED1,11.9317696,9.740891146,16.32513539,12.33270111,16.44512689,10.9097501,9.139815629,8.670108664,11.960271
ENSG00000103591,AAGAB,72.93505763,82.40775078,70.77737737,85.04202266,80.43831649,83.12724734,74.58557809,74.54246874,71.07039975
ENSG00000115977,AAK1,17.31249251,17.37049129,20.95018718,7.900085599,9.418300088,7.811788659,14.51299071,14.50886873,10.92188556
ENSG00000087884,AAMDC,3.133448645,5.768761856,4.969263361,6.830573259,6.992211784,5.891841035,2.42881702,5.128251314,4.654870526
ENSG00000127837,AAMP,157.2962648,198.1243966,175.331614,148.3640622,139.5892914,139.7188731,198.0361199,198.5322596,194.7263501
ENSG00000131043,AAR2,60.58279795,74.0981741,63.01336669,62.51169664,61.57914072,61.87930453,63.00371714,66.63936919,59.55533285
ENSG00000090861,AARS,55.88741271,65.58266522,62.54162728,45.40568757,40.76555674,29.57605203,109.23031,125.2161083,108.0986307
ENSG00000124608,AARS2,21.9844803,32.2382244,34.20685214,15.95814227,16.99025356,12.68724542,28.35836156,24.95882816,24.43353003
ENSG00000157426,AASDH,16.1654229,15.28409149,13.23804763,17.19660484,14.43372734,12.18180062,21.49696157,15.35931438,14.9827052
ENSG00000149313,AASDHPPT,28.39782444,30.52127348,29.02795135,36.31173142,30.17572879,35.68853607,35.53347567,32.04268433,28.7721341
ENSG00000008311,AASS,8.222481462,9.315572867,7.037375154,3.500330236,3.737608605,1.636061157,10.62242978,11.63676616,7.749202152
ENSG00000215458,AATBC,2.141376652,2.122793653,3.018630623,1.567776284,1.006567031,0.894765002,1.355533044,1.422160861,0.598595142
ENSG00000275700,AATF,51.04068656,56.36440791,55.74836016,42.60374415,40.05901239,38.10656465,70.35515223,78.04606325,67.73002646
ENSG00000181409,AATK,2.04617366,3.17349086,2.442457492,0.732505197,1.374705168,1.034255858,4.476731682,2.860335467,2.590526434
ENSG00000281376,ABALON,4.113401131,3.624626472,5.315319962,1.690702571,2.37972806,2.291689239,2.975843281,5.6913525,2.91295332
ENSG00000183044,ABAT,38.05685393,39.4575791,37.96352226,22.1107708,24.32236594,19.02614649,23.90448063,21.32007717,15.76974342
ENSG00000165029,ABCA1,10.0380199,11.48181848,14.89860969,7.35513406,11.3577402,6.339911281,7.918387676,9.346045615,7.563258116
ENSG00000144452,ABCA12,101.4594496,107.574217,106.6942396,69.44164249,70.10713354,63.10962117,80.84572863,75.20842319,56.41492101
ENSG00000107331,ABCA2,24.90523522,28.28569812,27.60968516,15.09863366,14.20072957,13.21741776,28.13387806,22.5893327,17.97640461
ENSG00000154265,ABCA5,8.857522379,10.1239656,9.853822757,9.6280134,8.948486469,9.073163969,6.025415465,7.342251312,6.984565335
ENSG00000064687,ABCA7,33.55329499,40.00443852,44.87014549,26.66915399,28.29110257,23.87206158,34.19703964,29.22500904,25.82631904
ENSG00000135776,ABCB10,29.44698115,39.29228217,35.87280549,34.20568001,36.51829686,31.67610667,35.93573636,50.44826591,39.30629836
ENSG00000131269,ABCB7,21.6466073,20.8157977,19.11444154,23.16784957,28.77527035,25.71202482,21.99474026,21.32207282,21.37580572
ENSG00000197150,ABCB8,30.18432784,32.73915422,32.79887186,24.6836735,28.98298996,27.56041052,28.71144767,28.02788714,28.90677234
ENSG00000150967,ABCB9,2.944775544,4.151780409,4.600865135,2.874630053,2.725828003,1.640615688,2.663000228,2.998778814,2.260988113
ENSG00000103222,ABCC1,43.28685716,52.98453257,55.35511039,28.29831563,28.79586143,25.90743339,57.81398923,61.13773323,46.21865695
ENSG00000124574,ABCC10,47.21439392,50.42962711,55.60283453,36.35347643,38.6391681,28.51395441,47.50119768,42.32080429,33.65990711
ENSG00000023839,ABCC2,24.19379457,25.08401544,25.7549193,28.73784477,29.18150264,24.27616647,8.309919904,8.347210488,6.924394614
ENSG00000108846,ABCC3,2.985121368,3.945621734,4.303667801,8.030969091,8.752667856,7.143742359,6.429683646,4.370556211,5.704627263
ENSG00000125257,ABCC4,2.469465467,5.195830009,4.848712607,1.771083928,4.023576215,3.600965109,4.593951599,5.120990466,4.868786553
ENSG00000114770,ABCC5,34.09381579,38.91884868,39.24170008,20.52459366,23.44337501,18.99460526,29.48197047,23.71019955,22.18007523
ENSG00000101986,ABCD1,4.001943943,4.374108653,5.42443578,2.18264396,4.096205658,2.958498888,5.901773193,2.964499013,2.684864466
ENSG00000117528,ABCD3,49.70844806,51.41710804,52.67443893,62.41475354,63.39874301,62.31138216,44.20196321,48.72728579,46.84091826
ENSG00000119688,ABCD4,10.6745418,9.132331101,11.23413904,4.868302443,7.0638119,4.888012353,9.573791258,9.711404445,7.782756639
ENSG00000164163,ABCE1,75.72466298,76.92869784,76.82524139,66.30049986,68.00657654,78.36214971,88.21130202,102.1066132,98.34028036
ENSG00000204574,ABCF1,98.17639614,93.87251485,106.5582149,66.28387959,62.11411345,50.3183418,110.9471838,125.2654533,101.6211646
ENSG00000033050,ABCF2,12.4780788,12.36979326,14.79695218,10.76003696,8.633473162,9.934615025,15.18778178,16.29426056,14.76311089
ENSG00000161204,ABCF3,50.36131722,45.20506818,51.65517157,36.14716901,30.65756541,30.46561419,48.57857937,52.4164056,41.68732905
ENSG00000160179,ABCG1,10.15970281,9.367233044,9.689756216,13.00944667,11.96091005,13.35898328,10.79377235,11.32431308,11.05819688
ENSG00000118777,ABCG2,16.61261557,19.16188839,19.28724858,33.09587253,31.72945967,35.32385125,20.63909158,22.58156367,21.66551109
ENSG00000144827,ABHD10,29.74875315,23.50699333,22.63929324,27.64460734,34.04698012,36.93086365,26.82422118,28.06088812,27.3821868
ENSG00000106077,ABHD11,19.37856997,21.28211151,20.48801574,16.51574144,23.41140217,26.67330044,21.44149903,21.00832613,23.19766689
ENSG00000225969,ABHD11-AS1,5.255322156,1.302429036,4.167146617,0,1.140136581,0.82346764,7.128688021,0,0.881435867
ENSG00000100997,ABHD12,61.36254479,66.70129038,66.92864819,74.79627217,66.73120896,64.14075674,59.31915154,53.39151937,57.58242028
ENSG00000139826,ABHD13,17.35255347,16.63397746,16.3556387,14.76083106,19.6044264,10.97863859,17.14293156,18.75436157,15.97982009
ENSG00000248487,ABHD14A,1.463003897,0,2.126798547,3.044224446,2.380478605,3.209376824,2.579877591,1.45744576,2.208408283
ENSG00000114779,ABHD14B,36.3200784,40.09635534,35.78130132,56.10868727,45.36740877,45.70102122,43.14604033,33.30397273,35.90408124
ENSG00000168792,ABHD15,23.03906445,22.83913002,21.98810267,13.35979421,13.83313478,13.2693368,22.29858512,27.417781,26.15103097
ENSG00000129968,ABHD17A,43.21634931,53.95881347,49.69317777,36.66353648,44.63162778,39.66738845,58.52479566,61.98088539,45.6227035
ENSG00000107362,ABHD17B,40.63900976,38.54640024,40.68175268,42.07800979,35.50068863,33.67959638,29.59567454,25.01707231,29.70994387
ENSG00000136379,ABHD17C,26.78944022,31.43962953,33.53056537,26.66359386,25.64551415,20.63082159,30.63563523,32.19274237,33.12470077
ENSG00000164074,ABHD18,10.24462644,10.09144621,8.089081684,4.257415694,4.782725913,4.38904446,6.825131543,8.461692791,7.264519222
ENSG00000140526,ABHD2,62.63140318,69.66688775,69.45947992,41.14433356,42.80630789,38.22663069,67.68486772,70.22491336,44.82969863
ENSG00000158201,ABHD3,19.75350426,20.77489931,18.76417023,16.32071797,15.3146868,16.34024097,17.51878779,16.78162933,14.32876941
ENSG00000100439,ABHD4,104.6057672,94.80051348,97.82931279,59.48645606,60.73398314,59.46933574,93.34027354,72.48814185,56.77399887
ENSG00000011198,ABHD5,25.66927567,27.33356112,28.84648608,27.41986991,25.7797297,29.14042151,25.35180455,22.23880702,20.66551469
ENSG00000163686,ABHD6,8.055554857,10.40554166,8.129620021,8.239921079,10.80361809,6.884956776,7.417196809,6.444278662,3.439158412
ENSG00000127220,ABHD8,32.3845251,37.08850419,34.8765629,34.04171367,27.23038505,21.43224982,30.12249874,24.04583269,28.60875008
ENSG00000136754,ABI1,105.2656104,105.9874015,111.1831864,97.25447878,101.906532,76.76873711,100.6939858,97.05982359,103.131131
ENSG00000138443,ABI2,5.325035614,5.66779065,5.866948549,4.941881846,5.512823665,5.504054167,7.258734892,5.751525562,6.30517301
ENSG00000097007,ABL1,47.15618243,60.9369021,57.12795014,21.37526375,21.72465433,23.61373833,64.08363452,64.38507547,48.97231553
ENSG00000143322,ABL2,6.592612549,9.247722209,9.614808357,3.590640855,3.821565114,4.14837428,10.03842634,12.09678235,8.111597232
ENSG00000099204,ABLIM1,76.46812211,87.47648586,87.04765099,57.90294814,52.19431821,44.9706214,82.52012061,80.92018499,64.21980965
ENSG00000163995,ABLIM2,2.516238518,1.781716032,1.444160747,0.930808768,1.497312779,1.17155935,2.57452998,1.360768605,1.543423492
ENSG00000173210,ABLIM3,46.58761261,49.46508306,49.06389775,20.42886447,19.22183483,18.33466372,64.01117841,49.10891227,39.81601359
ENSG00000159842,ABR,17.77868803,24.63253242,23.31066806,12.59024746,12.14824427,10.8360283,24.19221766,25.52078309,19.81663042
ENSG00000146386,ABRACL,185.8844886,161.1426602,159.7284035,308.7946685,307.6834547,323.1498499,147.3450283,137.5501289,195.5299184
ENSG00000163322,ABRAXAS1,3.106674239,4.087620834,3.702566691,5.798353295,6.274231284,6.79737829,3.677769687,4.782983367,2.804246023
ENSG00000165660,ABRAXAS2,42.53120661,36.91008961,46.98886747,44.36864126,39.84574787,34.86653948,45.0359389,51.60591026,38.20957369
ENSG00000146109,ABT1,37.08948523,35.1562904,37.18195449,43.72962273,60.65348403,63.34908853,37.52262331,40.03989284,45.20570983
ENSG00000114626,ABTB1,8.549183903,9.665695129,7.694044387,6.599474131,6.376614404,6.996866066,6.287143794,9.431722308,6.636188153
ENSG00000166016,ABTB2,16.51766975,17.15405832,17.64812274,9.294659468,9.404293774,10.5170851,13.08778985,16.8902323,15.65487492
ENSG00000235776,AC000089.1,13.57296843,15.60801039,10.33202644,19.07950464,31.566553,26.54218168,10.01576217,5.949417322,9.834447371
ENSG00000224138,AC000123.1,0,1.670945779,2.673111493,0,5.119566778,2.112928596,0,2.518754374,2.261668775
ENSG00000280347,AC000123.3,1.311189674,1.819735524,2.587679387,0.889233088,0.606850586,0.438299962,2.8457436,2.69949715,1.876616825
ENSG00000213683,AC002056.1,4.577662194,2.268968479,5.44470604,2.645893908,5.958713814,7.172836548,14.28176366,0,6.526104768
ENSG00000237813,AC002066.1,0.918756145,0.607188748,0.647570671,1.699334679,1.063056925,0.767796588,1.32934971,0.610177116,2.46553751
ENSG00000234695,AC002076.1,0,0.818034176,1.744877331,0.763142076,0.716100964,0,6.268375766,4.932361506,2.768076584
ENSG00000267698,AC002116.2,2.705305807,0.670457249,0.715046931,1.876403767,0.586913232,0.847800276,0.733933355,1.347514004,3.176184921
ENSG00000268947,AC002128.1,0.856058875,5.091779658,1.810138491,0,0,4.292406123,0.928974699,0,1.148642803
ENSG00000235560,AC002310.1,1.661651397,2.11786905,1.003875932,2.634339786,0.823985171,0.297563088,2.060782301,1.655338573,5.096161956
ENSG00000278922,AC002310.6,14.52751183,9.07916944,12.68805862,4.673067527,4.110949981,7.125955263,5.483446879,9.123853897,7.415711343
ENSG00000278993,AC002350.1,0.237898199,0.943334816,1.509108895,0.440017368,2.890258706,1.192856844,0.516322918,1.18497197,2.394053107
ENSG00000267049,AC002398.1,4.073797737,2.019222534,4.307027417,0.941863874,0,0,1.105197066,1.014580216,2.049802848
ENSG00000276851,AC002401.4,5.221518626,2.218373985,13.40682334,5.518708392,6.473159661,5.610314693,4.047334022,2.972389381,4.003502875
ENSG00000241764,AC002467.1,4.288303016,1.853038733,2.790038999,3.254014657,3.148852559,2.205352527,2.386443221,1.204926239,1.106530741
ENSG00000272829,AC002470.1,0,6.548415357,0,4.072667079,8.598650314,4.14027021,4.778928071,4.387096226,3.693104709
ENSG00000233247,AC002524.1,17.49051917,8.66936768,13.44863405,12.49906738,10.34877171,6.976140847,21.56851677,12.67205126,22.4016845
ENSG00000267344,AC003070.1,1.903185595,0,2.012145194,0.880034735,0.825788202,2.385713688,3.097937508,2.843932728,3.830484971
ENSG00000250318,AC003072.1,2.131754453,2.113254956,0.751266629,0,5.549782474,0.890744408,3.855548587,4.955196513,5.720691608
ENSG00000260793,AC003102.1,5.40355254,7.070791433,5.484395746,3.997772108,4.689180023,4.06413204,3.987388419,2.583851405,3.33517458
ENSG00000196656,AC004057.1,66.36690972,50.20890088,54.47135628,101.7553416,77.29576554,154.3456154,35.06226594,29.5776618,86.70638605
ENSG00000273447,AC004067.1,4.348779084,2.463451491,0.656821681,0,0,2.336295333,4.04502126,0,2.500759474
ENSG00000251259,AC004069.1,8.713400716,7.067278869,6.699820426,5.860486325,5.499238007,3.971843917,3.438390871,3.156471784,9.565746623
ENSG00000270182,AC004080.4,2.748043655,0,0.726343091,2.541395728,0,1.722387291,1.491055757,0,1.84363521
ENSG00000271133,AC004130.1,3.882838468,1.924571478,2.565709692,4.488570023,7.160210424,5.475692186,0.526695477,3.868087074,4.558676125
ENSG00000272079,AC004233.3,17.13466936,18.68457101,15.57945831,8.240010027,13.08506632,12.8873659,13.38777722,17.41096404,20.23204408
ENSG00000274902,AC004241.2,3.917818995,0,0,2.717404554,3.399866741,2.455565665,0,0,0.657106468
ENSG00000276390,AC004241.3,2.523469488,0,2.667941064,2.333709134,0,4.217683386,0.912802992,3.351843345,1.692970631
ENSG00000146677,AC004453.1,25.58105344,19.0192946,13.52279932,41.40045762,28.67387611,58.78913092,2.313329152,7.43279477,44.33535996
ENSG00000223461,AC004471.1,1.494425802,1.481457083,0,0,2.593712771,0,0.810857641,2.977496579,8.020763491
ENSG00000278765,AC004477.3,2.948324803,2.922739058,5.454959724,0,1.918907838,1.847917212,6.398903688,1.468561872,5.934005532
ENSG00000225071,AC004552.1,3.748947487,4.955218517,5.284772146,9.245422392,9.759962282,4.699444635,6.780447514,0,2.515131655
ENSG00000276345,AC004556.1,64.05634057,53.01414189,50.94806012,104.3483349,120.3552826,149.543949,103.3120295,64.98386284,75.69866517
ENSG00000266088,AC004585.1,6.529698325,1.29460664,4.832471827,4.227073751,3.966511198,3.683348498,3.188642885,7.480624852,14.01827133
ENSG00000267394,AC004596.1,7.412691621,12.24727304,7.837076876,4.570180387,9.291681263,3.097361237,17.87572526,4.923019912,4.420534424
ENSG00000261996,AC004706.1,5.936899774,6.866275488,2.092264741,0.915075936,0.858669416,2.480707976,2.684409255,7.392930926,7.634096992
ENSG00000274114,AC004706.3,1.885763033,0.726988214,0.553812547,1.356411042,0.181828575,0.393978977,1.023192562,2.087331979,1.89770955
ENSG00000282936,AC004706.4,3.142830228,5.162922288,5.601225568,0.581299013,0.779238506,0.450246193,4.872177855,5.00942435,2.710920347
ENSG00000262678,AC004771.5,4.011788823,2.386184563,0.848293684,1.484043816,0.696282672,0,0,3.197238024,1.614881579
ENSG00000226138,AC004801.1,2.41598838,4.790044567,1.277153269,2.234310411,8.38633796,0,0,0,2.431293933
ENSG00000250132,AC004803.1,1.777914589,0.822493343,1.127821366,1.315374895,0.411431135,1.337209103,1.543480448,1.416928053,2.226532465
ENSG00000277283,AC004812.2,1.661424674,1.235255046,1.976111075,0.960305334,0.72088865,0,3.380509649,1.655112712,3.343899966
ENSG00000259153,AC004816.1,60.75127941,59.47127509,54.8625793,60.86480049,54.91635742,64.41357524,66.74991427,76.65927165,89.83616932
ENSG00000275630,AC004816.2,0,0,3.237853357,0,2.657642311,0,3.323374275,1.52544279,0
ENSG00000274818,AC004825.2,0,3.789925372,2.020989788,3.535612079,0,2.396200341,0,1.904289021,3.847322268
ENSG00000272689,AC004832.4,3.941491617,2.604858073,8.334293234,2.430065704,2.280273161,1.64693528,7.128688021,6.544195654,7.932922803
ENSG00000273350,AC004832.5,6.506901373,13.97594051,3.439714539,6.017594125,5.64666147,13.59440343,2.353711456,0,4.365415541
ENSG00000272768,AC004854.2,1.207155887,2.393360228,1.276266972,3.349139825,1.571347154,0.378303662,0.654988407,1.20256975,1.417270579
ENSG00000280149,AC004877.2,2.178019575,4.318237172,0,0,0,0,4.72706992,2.169745003,4.383635138
ENSG00000272240,AC004908.1,1.607681732,3.18746034,0,1.486786965,0.697569701,0,0.872308959,0.800786973,1.617866573
ENSG00000272812,AC004908.2,10.60677825,5.257365988,0,0,2.629862078,1.8994271,4.932952756,0,0
ENSG00000270157,AC004918.3,5.171521073,8.389051025,4.473488206,3.478277829,1.631936036,5.304021837,7.142560063,3.746817317,2.523288839
ENSG00000255306,AC004923.4,5.296212687,3.500167884,5.599427051,5.986379722,6.12804127,7.376665462,5.747323847,6.448556529,6.316758257
ENSG00000259768,AC004943.2,1.733321201,2.025114927,1.767107441,0.572492347,1.181846915,0.543195593,2.955792522,2.035081826,2.533390974
ENSG00000239556,AC004951.2,9.871125286,4.892731525,9.856466588,1.014314941,0.951791193,2.062303572,9.521697795,6.009436665,6.254526638
ENSG00000205485,AC004980.1,2.516978248,0.970330571,2.365402838,1.163853012,0.728074357,1.402278013,1.820909892,1.11440708,2.06386366
ENSG00000214243,AC004980.2,0.875005852,0,1.850201918,0.80920699,0.759326375,2.193704538,1.899071014,0,1.761098221
ENSG00000230305,AC004980.3,10.72301692,30.70877887,15.11589622,9.916665387,11.37325285,10.45465491,11.63636253,4.747679477,0
ENSG00000250778,AC004980.4,2.142255707,12.74199047,4.529804697,3.962323882,5.577121304,8.056190803,0,4.268234013,2.874436177
ENSG00000233225,AC004987.2,2.272881055,0.375526142,4.00501025,2.452291915,3.287327598,3.323997425,2.466476378,4.151117836,2.795564453
ENSG00000228532,AC005000.1,16.60992011,25.44711176,6.385766343,25.13599213,14.41401837,11.3569912,9.831648896,3.008512169,24.31293933
ENSG00000271452,AC005034.5,7.465715166,8.326043131,4.933210051,0,0.809839503,0,2.025404064,1.859337993,3.130421373
ENSG00000272183,AC005041.3,2.680295275,9.299624275,0,0.619685476,0,1.679924739,0.727148146,2.002584371,1.348637621
ENSG00000224046,AC005076.1,0,0.949568306,0,1.328774914,0,3.602217473,2.078938974,1.90848349,2.570531031
ENSG00000233834,AC005083.1,8.687904941,7.177092303,9.695591962,7.588224038,7.958178642,7.26040725,10.47545276,5.289104634,6.152441918
ENSG00000273314,AC005229.4,2.769922984,1.569077383,3.13768319,5.855153762,2.575422258,1.240071833,5.152893325,3.350699631,3.849364371
ENSG00000225521,AC005237.1,2.333870707,1.542411488,4.112479219,0,0,0.975197813,2.532660896,3.875006729,1.043847127
ENSG00000268030,AC005253.1,1.521312024,0.215444283,1.838181616,0,0,1.907021011,1.179208263,2.165046238,2.187071004
ENSG00000267073,AC005256.1,18.99030168,15.06040213,20.07751863,20.19660503,20.59962927,16.66353294,15.45586726,11.35089307,16.56252636
ENSG00000268205,AC005261.1,9.600404742,9.820828809,10.25801827,4.43923581,3.19066874,3.840786127,8.201507017,9.055211826,14.32053824
ENSG00000226744,AC005326.1,0,0,0,0,0,0,3.836741032,17.61080294,4.743988162
ENSG00000274561,AC005332.4,5.85037545,0,4.123544186,3.606958512,3.384620702,0,11.63926147,9.71358189,8.504077435
ENSG00000274712,AC005332.5,2.602760549,2.365159163,6.650114776,0.401172942,0,2.175104549,0.941484583,3.025017722,0.727569257
ENSG00000278730,AC005332.7,15.93013906,17.12018667,17.62917487,11.01474492,7.105849521,12.31733931,15.50983845,19.57747323,14.88241545
ENSG00000267056,AC005336.1,2.798892412,2.77460345,3.69891534,2.264868156,0.607216747,3.508515383,5.315259902,4.530920981,3.52077963
ENSG00000231412,AC005392.2,2.889554209,0,0,0,2.507542912,0,0,0,6.785006325
ENSG00000259146,AC005476.2,4.882049058,4.467399078,6.352679471,5.90413632,3.258939622,4.70756112,3.260235903,2.244693017,2.015580463
ENSG00000259065,AC005520.2,0.199668461,0.791742904,1.899897424,2.954460048,1.212900118,1.75204272,0.433350916,0.795639582,0.535822354
ENSG00000240449,AC005586.1,3.014751532,0.747147333,0.796837395,0,0.654047155,3.779102791,0.817884137,2.252473582,1.516925158
ENSG00000273816,AC005695.3,0,0,0,3.467033397,0,9.39888927,0,0,0
ENSG00000262050,AC005696.1,0.981665708,0.973146752,0,0.907846217,0,7.383326108,1.065280242,0.977936235,0
ENSG00000274447,AC005790.1,1.932790704,1.916017827,2.04344523,1.787448329,5.031802776,2.42282479,2.097418431,0.962723894,0
ENSG00000266538,AC005838.2,1.371854601,0,0,3.806080827,2.380979232,0,1.488703934,2.733285503,1.840727268
ENSG00000205325,AC005863.1,3.411302594,2.504962295,3.740181565,2.336873179,1.644618862,1.900530776,2.742121714,1.762103583,2.119082452
ENSG00000278356,AC005911.1,0,1.890807066,2.016557793,0,3.310396563,2.390945516,2.06982082,0,2.559256772
ENSG00000227081,AC005912.1,526.9697008,400.6731396,277.6681459,791.7344657,546.0985954,694.7806382,347.9247044,256.5376023,307.7732085
ENSG00000226824,AC006001.2,3.572559367,2.897637117,3.262034488,1.501776975,2.959331356,3.256971338,7.225050421,6.632657149,5.883041332
ENSG00000229180,AC006001.3,3.185918743,3.414347182,4.005565345,2.388927081,4.035006681,2.050802094,3.550723213,5.661399792,5.401270752
ENSG00000279799,AC006077.2,0,3.773339265,3.01821779,4.400173677,1.651576404,2.385713688,0,0.947977576,1.276828324
ENSG00000272799,AC006238.1,1.628756211,0,3.444008814,0.753138341,1.413427746,0,0,4.867705082,1.092716375
ENSG00000243224,AC006252.1,3.554860287,4.698681319,1.670391196,1.461129424,1.371063427,0,3.000394213,3.541354923,2.649911644
ENSG00000268460,AC006262.1,1.950945334,2.538394569,3.802991087,2.368062065,2.804067859,2.522006738,2.514079291,2.97603559,2.535935352
ENSG00000269729,AC006262.2,6.146684218,5.585564336,6.49858907,3.315937713,7.11208873,8.989279255,5.00267647,4.082221459,4.811040999
ENSG00000232445,AC006329.1,1.85964468,3.410487151,2.949167266,3.611585783,1.77517096,2.331133537,3.531573689,4.538820154,5.052849483
ENSG00000272686,AC006333.2,3.729300787,9.036958783,3.066628144,6.322917505,5.034200014,7.012225153,3.822117913,4.540717747,6.115879927
ENSG00000263345,AC006435.2,4.228958591,2.096129713,2.235535705,0.651824755,0,0,3.059443416,0.351074354,3.782888454
ENSG00000277969,AC006449.6,1.325847282,1.689867639,2.603256663,1.401309666,2.958594838,1.8994271,6.988349738,2.641620441,3.303848899
ENSG00000283196,AC006453.2,11.70963714,4.821792998,9.332636147,8.163470517,7.816595034,11.2911263,5.864778132,8.793729023,5.438685683
ENSG00000279539,AC006486.2,1.582093346,2.156500282,2.509005057,1.828903474,2.745867818,1.487409489,0.858425006,1.18206208,0.796058041
ENSG00000267575,AC006504.5,2.02654395,1.917641227,1.525766667,1.788962795,1.225709213,1.655075185,1.699348761,1.865902061,2.368979473
ENSG00000281468,AC006504.8,4.793929699,0,7.240553964,5.066782665,1.782922244,3.433924899,6.688617831,4.093471675,2.297285606
ENSG00000261342,AC006538.1,1.646225521,2.175919298,1.740473855,1.776171053,0.476195846,0,0.89322236,1.093314201,0.736290907
ENSG00000235859,AC006978.1,3.171718943,3.14419457,2.980714274,3.259123777,4.281517759,2.650578173,4.971595552,5.266115303,8.511499021
ENSG00000261094,AC007066.2,0.325263955,1.289765179,0.687771394,1.654425809,0.564525368,1.223191274,1.764843482,2.916254129,2.509488129
ENSG00000263004,AC007114.1,0.847164757,1.399688347,2.388442477,4.700756969,5.14616193,3.185857272,1.838646027,1.969207965,0.757805901
ENSG00000242951,AC007182.2,35.69893278,11.79637841,24.01810625,65.02843734,48.81599708,37.96964222,31.69606211,18.32049201,19.59550334
ENSG00000267544,AC007229.1,0,2.092737918,1.115959167,5.856930204,0,2.646289212,3.436304468,0,0
ENSG00000223813,AC007255.1,0.301788972,4.188380398,1.914400458,0.837284956,6.54727981,2.269821975,1.637471017,3.307066811,2.429606706
ENSG00000172974,AC007318.1,173.753716,167.8418567,158.6511393,206.3376788,167.0604213,182.5368847,169.8051868,159.8165375,177.8349388
ENSG00000277196,AC007325.2,10.84934491,22.40665338,11.08813316,5.016746869,4.393673942,4.986687197,9.6149847,9.006772397,6.308222097
ENSG00000278817,AC007325.4,3.226629164,0.710806284,2.274238302,1.326218876,2.488937894,1.797644114,1.945256171,1.428609241,4.329426955
ENSG00000261804,AC007342.4,22.14944871,12.06101609,16.1613943,21.92637477,19.49191893,17.59763342,15.91119075,11.49881839,11.92973494
ENSG00000262714,AC007342.5,9.745163214,11.2706931,10.08843758,10.32664476,7.399709965,5.59896485,8.592365421,7.483357999,5.448277722
ENSG00000279722,AC007342.7,0.744335316,2.213627784,1.573898765,0.688362643,1.130379314,1.399577863,0.403867477,0.741507492,1.373259731
ENSG00000279741,AC007342.8,4.48988991,10.17354598,8.137613747,2.372719021,11.68892238,4.824208652,4.176275637,3.194880179,2.151587552
ENSG00000280027,AC007342.9,4.395877775,5.291529377,5.975417459,6.678732926,2.179842358,7.084794511,2.72588677,3.753580525,5.898301528
ENSG00000227946,AC007383.2,3.364625984,10.4232111,6.225195816,3.111612178,4.014736258,3.690472963,6.846022442,1.675921672,6.207558979
ENSG00000231312,AC007388.1,2.483242875,2.735214599,1.85966643,2.519779051,1.676070399,1.513184647,2.657328847,2.23329954,2.128756049
ENSG00000239467,AC007405.3,1.347298167,1.780808307,1.266162277,0.553770567,1.039270797,2.62715941,1.949407836,1.491310679,2.008642148
ENSG00000261799,AC007406.5,2.606523741,3.399873904,6.381737469,1.776171053,3.095273001,3.095407066,3.572889441,3.416606879,3.221272719
ENSG00000266473,AC007448.3,2.524690325,6.882647491,0,2.334838166,0,3.164792904,1.3698669,1.257549354,2.117237097
ENSG00000279059,AC007485.2,6.000115113,4.65499232,4.137149161,2.653830003,2.263858478,0.654031887,3.114043561,4.41801907,8.400871659
ENSG00000198134,AC007537.1,1.329901861,0,0,2.459791278,0,0,1.44317782,0,5.353307743
ENSG00000277595,AC007546.1,1.555913805,4.627234465,0,0,0,1.950395627,0.844220299,0,2.087694254
ENSG00000256139,AC007637.1,4.778878115,2.368703357,0,0.88390302,4.97650824,0,3.630147285,1.904289021,3.20610189
ENSG00000224415,AC007683.1,2.207502073,0,0,1.361001266,1.915660955,3.689580898,2.395528665,0,0
ENSG00000241352,AC007688.1,0,3.97592632,5.451879566,7.418263816,2.983282278,10.0552017,1.865293071,4.566279339,3.075154382
ENSG00000267213,AC007773.1,2.684431534,4.878749096,2.365098646,2.896328311,3.882563871,7.851747003,5.340648783,4.457055065,4.802555918
ENSG00000267922,AC007785.1,17.02835184,23.37310903,22.15783984,3.634119344,10.23032191,8.209873157,5.685772855,14.35386529,8.787809397
ENSG00000233870,AC007881.1,0,4.610738086,0,8.602692493,0,0,0,0,0
ENSG00000277639,AC007906.2,3.94745454,5.434997617,3.246017385,6.489978804,4.94806627,5.498089538,3.807718786,2.62163844,2.942564518
ENSG00000233762,AC007969.1,96.31524147,58.83074871,63.77194845,139.4569586,113.9753985,109.7588411,74.9580748,44.5825159,83.54513381
